case,n_tumor_vox,n_liver_vox,vol_tumor_mm3,vol_liver_mm3,t_l_ratio_pct,mu_tumor,mu_liver,median_tumor,median_liver,std_tumor,std_liver,iqr_tumor,iqr_liver,contrast,cohens_d,cnr,hist_overlap,bhattacharyya,auc,auc_sep,skew_tumor,kurt_tumor,bimodality
liver_14,2612,3041924,1227.5734405517578,1429626.7651519775,0.08586670804398795,77.2009954058193,106.8107500384625,78.0,107.0,27.74949109953706,24.950941421893173,36.0,30.0,-29.609754632643202,-1.1221195975617269,-1.186718935048365,0.5589327041189754,0.848180285660666,0.20935669429871773,0.5812866114025645,-0.18493967069730163,3.2328679152534576,0.3199025474928952
liver_15,875,3236299,374.5913505554199,1385473.8436698914,0.027037056835601408,44.368,63.45240999054784,44.0,64.0,20.725953474534567,20.933495479764193,25.0,26.0,-19.08440999054784,-0.9161990206604341,-0.9116685748443775,0.6041894098342406,0.8865917121552507,0.2469057994950405,0.506188401009919,0.33631207797531776,3.9112856736646666,0.2845882164237713
liver_16,373122,3165361,147572.66821462908,1251925.0235379487,11.787660238437258,72.26124967168916,107.53798697842048,72.0,108.0,29.520586227038887,31.542296484838115,39.0,40.0,-35.27673730673132,-1.154790495807571,-1.1183947029249532,0.5315915497440543,0.8396025927353672,0.1987227076329198,0.6025545847341605,0.1358038615749872,3.3099626168585194,0.30769008798814795
liver_17,37676,3582734,16690.341718421878,1587139.1534719316,1.0515991418843822,62.05945429451109,95.7211224723912,62.0,96.0,28.22622428339345,29.067175831091646,38.0,38.0,-33.66166817788011,-1.1749361220655072,-1.158064628414088,0.5470748914670556,0.8387029981044534,0.2000286380894769,0.5999427238210462,-0.040475258260372377,3.0618665339408313,0.3271332161046442
liver_18,10210,1932415,6941.603619062953,1313815.7646945678,0.5283544166237584,78.7003917727718,98.02627334190637,79.0,98.0,23.898939400104016,23.61867175960393,32.0,30.0,-19.32588156913458,-0.8134055962094684,-0.8182459100934075,0.6824117276402701,0.9161606064437211,0.28112193710466316,0.4377561257906737,-0.20245072849067158,3.1772401124089895,0.3276385355330057
liver_19,18528,3861552,8380.955531131076,1746734.4339999065,0.47980708274807643,46.3494170984456,68.74998135464705,46.0,68.0,35.25844614091246,43.663712842965566,45.0,46.0,-22.40056425620145,-0.5644700297305012,-0.5130247245982951,0.751348485301762,0.9534183017780629,0.3372066480821097,0.3255867038357806,0.6304855121651969,12.400143498019574,0.1127012748903597
liver_2,14131,3186716,8495.989910125732,1915951.2407073975,0.44343455770768403,54.44186540230699,84.79267716357529,55.0,85.0,24.7031845726933,29.147661095796035,33.0,37.0,-30.350811761268304,-1.123398009173193,-1.0412777773666992,0.5555693428254806,0.8449646506580956,0.20906754225887336,0.5818649154822533,-0.020165739521485464,3.2002472837178435,0.3126029235741557
liver_20,1669,3655683,860.3665469929817,1884498.1184008056,0.04565494327598974,34.95865787896944,77.36924290207877,34.0,74.0,31.388366746970604,81.31071458185488,41.0,45.0,-42.41058502310933,-0.6881416792325783,-0.521586672078929,0.5778329559320715,0.8455700803047994,0.22206268951148828,0.5558746209770234,0.14551638225630517,4.415169958572187,0.23128781611732088
liver_21,36271,2988990,21370.00915145874,1761041.7042160034,1.2134868299994312,71.8898017700091,93.2005741069726,72.0,93.0,29.3205724751465,24.4665131013404,39.0,31.0,-21.310772336963495,-0.7892049876509205,-0.8710179602910388,0.6765935219340623,0.9166095091127453,0.28704979802318964,0.4259004039536207,0.014118092787363324,3.1646085276928253,0.3160578352081839
liver_22,9424,421735,29388.856626548994,1315185.6376695288,2.234578586078936,46.59528862478778,102.08869787899985,46.0,104.0,21.32645646152498,27.02956505700216,28.0,29.0,-55.493409254212075,-2.279403291261142,-2.053063345162345,0.21017679453075067,0.5041488333048232,0.05391260495113333,0.8921747900977334,0.3236108528972517,3.1382540462281807,0.3520186600063935
liver_23,42904,2351958,22437.39976853525,1229997.7131457354,1.8241822345467051,44.66341133693828,93.8975355852443,44.0,93.0,20.45976204250731,24.51259079945755,27.0,27.0,-49.23412424830602,-2.1806913920791744,-2.008523890889393,0.24234665659315746,0.5306173466536255,0.05774915889219404,0.8845016822156119,0.18270310969329268,3.034520598562438,0.3405415757537283
liver_24,1422,2040878,957.2804145812988,1373904.7383613586,0.0696758943944714,81.68073136427567,93.3855296592937,82.0,94.0,17.71530308686477,20.990105298828393,24.0,27.0,-11.704798295018023,-0.6026613600123089,-0.5576340913197492,0.7459743764152449,0.9432201325380567,0.3320856754573856,0.3358286490852288,0.02744233909448134,2.821472375255223,0.3546917881428668
liver_25,454,3024759,187.24018617289084,1247481.1416038042,0.015009460257825498,74.00881057268722,123.58163410704786,74.0,124.0,15.795357369945558,20.341862629489583,21.0,23.0,-49.57282353436064,-2.722128780587339,-2.4369854637841746,0.14329832587689045,0.3433949663029349,0.02612188742868979,0.9477562251426204,-0.11407937268074823,2.7328070758951686,0.37068628525100195
liver_26,51809,2286734,27027.623415149556,1192939.1689208169,2.2656329944803373,49.69399139145708,88.94514403511734,49.0,89.0,19.969160408904248,21.285408803368423,25.0,26.0,-39.251152643660255,-1.9019076209130248,-1.8440403473692621,0.305190747795079,0.6279348252526278,0.08467794074088901,0.830644118518222,0.45791318606799664,5.621194533845713,0.21520060881923325
liver_27,187743,3182992,71631.73388906657,1214443.3396453012,5.898318311827362,52.31803049913978,91.51652690298938,51.0,93.0,22.730857137259864,22.652919658084546,29.0,25.0,-39.1984964038496,-1.7274207380465219,-1.7303948892901382,0.3345219184742745,0.6737876944372189,0.10493955856808337,0.7901208828638333,0.29816713370795794,3.7502857368279443,0.2903521800833855
liver_28,214268,2650863,214268.0,2650863.0,8.082952608263799,79.22156831631415,113.10335011654695,76.0,113.0,27.62182525948015,23.060197176690984,37.0,24.0,-33.8817818002328,-1.3316506471658478,-1.4692754593824622,0.4298857209620261,0.7680549760556532,0.16484195869425536,0.6703160826114893,0.568525675830903,4.101433701020603,0.3226241213529098
liver_29,14062,1633962,14062.0,1633962.0,0.860607529428469,80.25643578438344,96.84827186923563,82.0,97.0,26.84260037763724,28.630191351010787,30.0,30.0,-16.59183608485219,-0.5978869121450732,-0.5795223609033412,0.7127936992266433,0.9469668121066009,0.32242041486248973,0.35515917027502053,-0.3914652553865213,5.012053787678613,0.23009430764887545
liver_3,2793,3243946,1342.726993560791,1559518.0307388306,0.0860988438155259,74.1546723952739,100.80005955709497,74.0,102.0,23.754587108795633,29.207055030862143,34.0,35.0,-26.645387161821063,-1.0009241414127816,-0.9122928393042623,0.5812907435305412,0.8531463193702651,0.22625040665990692,0.5474991866801862,0.11364845524600413,2.8310750392959445,0.3577849252740766
liver_30,14252,2360827,14252.0,2360827.0,0.6036867589196497,84.67688745439237,104.82533620633787,85.0,107.0,21.091685147025327,29.179621508117666,28.0,28.0,-20.148448751945494,-0.7914113274610455,-0.6904972618078774,0.5769562546229814,0.8617933277997938,0.24182714709818107,0.5163457058036378,-0.2096194674807268,3.37984417408904,0.30887232291656574
liver_31,6736,1125696,6736.0,1125696.0,0.5983853544829155,58.58654988123516,105.67226764597191,58.0,106.0,24.205068143777225,15.490194265690278,37.0,16.0,-47.085717764736756,-2.317173141732344,-3.0397112493952645,0.2135176899457648,0.5087010420870026,0.04970466070549215,0.9005906785890156,0.09866821236979943,2.3892449169007066,0.4226169569263187
liver_32,0,2124505,0.0,2124505.0,0.0,,76.09256273814371,,76.0,,34.02541814883997,,36.0,,,,,,,,,,
liver_33,434721,1393772,434721.0,1393772.0,31.190252064182665,73.32144064813984,113.1908497229102,72.0,115.0,44.564268213073355,39.952143667745226,63.0,39.0,-39.86940907477036,-0.9420697246572668,-0.9979291576025829,0.5712568162234717,0.8769497405760794,0.23958994759340405,0.520820104813192,0.05043570379392998,3.096935264884871,0.3237212516466529
liver_34,0,1461944,0.0,1461944.0,0.0,,120.92703414084261,,120.0,,15.378995423428918,,17.0,,,,,,,,,,
liver_35,20318,3194772,20318.0,3194772.0,0.6359765266504152,134.85584211044394,164.6374110578157,138.0,165.0,30.190498920985323,28.3436619934565,38.0,29.0,-29.781568947371767,-1.0170729661410196,-1.0507311636106593,0.5577867875047198,0.8611270839410097,0.21883395861342392,0.5623320827731522,-0.40455810902679396,3.5940980784750507,0.32377170521542104
liver_36,39484,1225936,39484.0,1225936.0,3.220722778350583,58.48100496403607,89.66579495177562,60.0,90.0,26.054353130193018,21.606665218840398,36.0,24.0,-31.184789987739556,-1.3029467519386657,-1.4432949125600052,0.480530639569233,0.7900858122460852,0.16974546492154927,0.6605090701569014,-0.24630744909054894,3.0697273198036785,0.3455249437416895
liver_37,14981,1857041,14981.0,1857041.0,0.8067134759006398,61.84820772979107,104.15275753200926,60.0,105.0,29.5079588104719,31.57071567706152,39.0,26.0,-42.30454980221819,-1.3844585006470003,-1.3399933734462535,0.3859737514158189,0.7344045076774464,0.13665571704733084,0.7266885659053384,0.22016445489261166,3.746548076587893,0.27985024234709405
liver_38,0,1692716,0.0,1692716.0,0.0,,105.29812561587413,,108.0,,26.86726550118408,,21.0,,,,,,,,,,
liver_39,348986,2992447,348986.0,2992447.0,11.662228270041206,121.85228920357837,121.80473939889328,123.0,122.0,19.121797344819665,25.45691585793127,22.0,25.0,0.04754980468509018,0.0021120758216519485,0.0018678541010409052,0.93188223554063,0.9913583785767246,0.502816929891529,0.005633859783058082,-1.1498939087684104,9.859464186326047,0.2355357205560316
liver_4,1516253,3310959,987656.4977332803,2156691.640562943,45.79497964184999,29.581507835433797,77.30803039240293,29.0,80.0,31.726920504653755,38.04181243939416,41.0,45.0,-47.72652255696913,-1.3625650532942963,-1.2545806704926072,0.4398171823838227,0.7672510092554647,0.15425623572667255,0.6914875285466549,-0.14376263582989626,4.763266577538133,0.2142789362816401
liver_40,122480,1940629,122480.0,1940629.0,6.311355751150787,79.00534781188766,113.63688731849312,80.0,114.0,36.68489174899382,30.621788886806467,48.0,32.0,-34.63153950660546,-1.0249168725899167,-1.1309443623499937,0.5563074244964942,0.862843715379428,0.22328399091752593,0.5534320181649481,0.008454735372997013,3.7851791288094363,0.2642071744870851
liver_41,0,1633641,0.0,1633641.0,0.0,,113.13047603482038,,113.0,,30.37439159893025,,32.0,,,,,,,,,,
liver_42,1638,1387934,1638.0,1387934.0,0.11801713914350394,70.5006105006105,102.61471078595956,70.0,104.0,32.49289862671151,45.61272975562708,45.75,40.0,-32.11410028534905,-0.8109634759748596,-0.7040600388839313,0.5859138191172711,0.8712034222085352,0.24593964314873232,0.5081207137025354,0.09261075730776841,3.134931721462476,0.32172207945205505
liver_43,7337,2709848,7337.0,2709848.0,0.2707531935370545,14.636499931852256,28.723728046739154,14.0,27.0,37.28657780575742,39.267834188209754,42.0,42.0,-14.087228114886898,-0.36790858554157574,-0.3587472649336137,0.8132574029409618,0.9775239868199017,0.3896776401897979,0.22064471962040422,0.07101148508226189,3.837295945780756,0.26191428683489176
liver_44,185990,1920507,185990.0,1920507.0,9.68442187401556,76.23567396096564,101.61397328934495,68.0,103.0,69.03280364003415,29.888005659707762,54.0,28.0,-25.378299328379313,-0.4771056288321109,-0.849113173268432,0.5224952059898367,0.839677227823908,0.2502155444984036,0.4995689110031928,4.015682790055312,34.27442466899226,0.499664354274045
liver_45,4539,1216025,4539.0,1216025.0,0.3732653522748299,91.90262172284645,51.12872268251064,94.0,50.0,27.212928962354972,22.750080897123123,36.0,24.0,40.773899040335806,1.6256909516625193,1.7922529253727575,0.33543497609824635,0.6825359715970869,0.8823055329468524,0.7646110658937049,-0.47274670973915695,3.601370572116258,0.33972884130339437
liver_46,41416,541792,41416.0,541792.0,7.644262004606935,71.99483291481553,137.2762517718977,67.0,139.0,39.42064281228208,33.61623939961462,63.0,26.0,-65.28141885708217,-1.782010266212367,-1.9419607910642904,0.29778117644081803,0.6382600955899962,0.09604137239113705,0.8079172552177258,0.22021162453337592,2.4813472827665226,0.422549945693468
liver_47,0,1359697,0.0,1359697.0,0.0,,85.38306402088112,,85.0,,20.25021015210588,,25.0,,,,,,,,,,
liver_48,35478,853316,84586.06089001676,2034461.8956656388,4.157662577521106,76.12131461750944,94.98864430058735,76.0,100.0,22.733380313301385,38.03823844524428,30.0,24.0,-18.867329683077912,-0.6021245014417562,-0.4960095539186777,0.5320203179487518,0.8390921931887422,0.24372886540888591,0.5125422691822281,-0.044073231990389844,3.2001308254938676,0.31309421533522824
liver_49,8015,720798,18277.69103050232,1643733.392314911,1.1119620198724192,80.59426076107299,110.50514152370012,79.0,115.0,27.476785496752733,44.38904249713002,38.0,24.0,-29.91088076262713,-0.8102745421257495,-0.6738347817383316,0.4354821467134687,0.7786276498331517,0.18773144854907872,0.6245371029018425,0.32710704939173957,3.402747058543868,0.32532509843252533
liver_5,540,1912013,405.4157793719787,1435481.926971028,0.028242485798998226,50.56111111111111,75.16957729889911,50.0,75.0,20.34093588897783,35.14182199628985,28.0,43.0,-24.608466187788004,-0.8570941872765141,-0.7002615342592675,0.5774111968981459,0.8184932863846437,0.2601897111500733,0.47962057769985345,-0.04052014915064293,2.798851144121335,0.3578760823315038
liver_50,3014,707982,6188.4130859375,1453644.6826171875,0.425717038003791,96.20869276708693,123.20698266340105,95.0,125.0,28.50743934995113,33.39940373219325,39.0,25.0,-26.99828989631412,-0.8695125613669795,-0.8083464636912311,0.5095341097685955,0.8236169310736378,0.21702425334305836,0.5659514933138833,0.20367281957828598,3.184188236635561,0.3270794752182766
liver_51,124895,656295,305077.61054992676,1603113.8990020752,19.03031411179424,59.44098642860003,83.68162487905592,58.0,89.0,19.575859069291152,39.729426799155085,26.0,23.0,-24.24063845045589,-0.7740147183790094,-0.6101431710303812,0.41049345705033813,0.7534373078197123,0.173138097857006,0.653723804285988,0.1769881225650081,3.9983841229706454,0.2579353968529796
liver_52,18296,741298,31962.759853164822,1295033.3380865422,2.4681032459280883,107.66817883690425,136.25067112011632,107.0,139.0,23.849218583190428,37.33803142078418,32.0,27.0,-28.582492283212076,-0.9123563029275451,-0.7655061393328213,0.4873359965984953,0.8092732780297605,0.18831448875633727,0.6233710224873255,0.00801623249474914,3.038588689937708,0.3291213000611516
liver_53,2261,556890,6534.290366563802,1609412.1902855886,0.40600477652678263,83.93808049535603,95.17298748406328,84.0,97.0,15.092481107031375,19.449858423003903,20.0,19.0,-11.234906988707252,-0.6453859555261666,-0.5776343839819115,0.6585764338596507,0.9096309512032641,0.28634825765053695,0.4273034846989261,-0.18136609787014868,3.044030451900179,0.33931778205828395
liver_54,513,525493,1759.053955078125,1801891.8908691406,0.09762261343157758,72.80896686159844,79.22763005406351,71.0,80.0,16.67948505618931,18.978644349203492,20.0,20.0,-6.418663192465075,-0.35926518342257036,-0.33820451420885905,0.7400373559541186,0.949028219568057,0.3603583982840375,0.27928320343192503,0.978174957728444,5.048876907736409,0.3875765410181803
liver_55,2797,1698920,3101.71419414199,1884005.8200613905,0.1646340027782356,31.81015373614587,130.80510324205966,28.0,130.0,33.652338229305386,22.282776398571396,43.0,29.0,-98.99494950591378,-3.4687038995414423,-4.442666736639721,0.08725179661762617,0.2601894862931028,0.012899999327423984,0.9742000013451521,0.5620433025506041,3.3915340051368,0.38799335992177747
liver_56,268297,1468108,345771.46266864304,1892044.4526608058,18.275017914213397,42.39849867870308,119.6271909151098,40.0,121.0,26.260893451212137,27.383488310530673,33.0,29.0,-77.22869223640672,-2.878653277306506,-2.820264948009105,0.136982718057893,0.401262731310434,0.030718801184576885,0.9385623976308463,0.49283827004696884,3.7624121726385624,0.33034380694958687
